,zipcode,city,quarter,region,learn_more,population_density,retail_sparsity,potential
817,44797,Bochum,Bochum-Stiepel,Nordrhein-Westfalen,/wiki/Stiepel_(Bochum),0.0460804700145124,1.0,0.5373902276998508
818,72644,Oberboihingen,,Baden Württemberg,/wiki/Oberboihingen,0.0460187582112419,1.0,0.5373551016126937
819,52531,Übach-Palenberg,,Nordrhein-Westfalen,/wiki/%C3%9Cbach-Palenberg,0.0476054870477277,0.9983785244449224,0.5373353239332063
820,97209,Veitshöchheim,,Bayern,/wiki/Veitsh%C3%B6chheim,0.0457993937972251,1.0,0.5372302403524881
821,84489,Burghausen,,Bayern,/wiki/Burghausen,0.0493524278931991,0.996436737001412,0.5372244181060829
822,33729,Bielefeld,Bielefeld-Altenhagen,Nordrhein-Westfalen,/wiki/Altenhagen_(Bielefeld),0.0457822355563178,1.0,0.5372204739571856
823,63864,Glattbach,,Bayern,/wiki/Glattbach,0.0496751919392758,0.9960006663642408,0.5371599244924901
824,"01662, 01665",Meißen,,Sachsen,/wiki/Mei%C3%9Fen,0.0474906583522825,0.9981736549049194,0.5371533531028758
825,"15345, 15370",Petershagen/Eggersdorf,,Brandenburg,/wiki/Petershagen/Eggersdorf,0.0456085880193352,1.0,0.5371216345424318
826,15738,Zeuthen,,Brandenburg,/wiki/Zeuthen,0.0465772763252222,0.9988866208769691,0.5370392771653258
827,15745,Wildau/Kreis Dahme-Spreewald,,Brandenburg,/wiki/Wildau,0.0608002734584695,0.9844861021670328,0.5369382326642002
828,"25813, 25860",Horstedt b. Husum,,Schleswig-Holstein,/wiki/Husum,0.0468518914678391,0.9983590490609924,0.5368952953387626
829,"33330, 33332, 33333, 33334, 33335",Gütersloh,,Nordrhein-Westfalen,/wiki/G%C3%BCtersloh,0.0467398798924097,0.9983616369884183,0.5368330118793089
830,63512,Hainburg,,Hessen,/wiki/Hainburg,0.0468474495348752,0.9982297620327735,0.5368191774018852
831,97464,Niederwerrn,,Bayern,/wiki/Niederwerrn,0.045072828435237,1.0,0.5368166825421833
832,51107,Köln,Köln-Rath/Heumar,Nordrhein-Westfalen,/wiki/Rath/Heumar,0.0471747701660135,0.9978129128138389,0.5367682181232494
833,"71672, 71711",Marbach am Neckar,,Baden Württemberg,/wiki/Marbach_am_Neckar,0.0455968351863288,0.9992182919137717,0.5366700000749924
834,55268,Nieder-Olm,,Rheinland-Pfalz,/wiki/Nieder-Olm,0.0472801544069413,0.9974857260560499,0.5366419691056218
835,79639,Grenzach-Wyhlen,,Baden Württemberg,/wiki/Grenzach-Wyhlen,0.0447326434923701,1.0,0.536623050768043
836,34253,Lohfelden,,Hessen,/wiki/Lohfelden,0.044629114609218,1.0,0.5365641225828311
837,15370,Fredersdorf-Vogelsdorf,,Brandenburg,/wiki/Fredersdorf-Vogelsdorf,0.0453263641092952,0.9991402163487082,0.5364716088584057
838,87779,Trunkelsberg,,Bayern,/wiki/Trunkelsberg,0.0444478888516052,1.0,0.5364609696782059
839,72622,Nürtingen,,Baden Württemberg,/wiki/N%C3%BCrtingen,0.0456382676053053,0.9987959362762905,0.5364531802534311
840,21465,Wentorf b. Hamburg,,Schleswig-Holstein,/wiki/Reinbek,0.0470501086797279,0.9972876757297325,0.5363982987137195
841,"21465, 21521",Reinbek,,Schleswig-Holstein,/wiki/Reinbek,0.0470501086797279,0.9972876757297325,0.5363982987137195
842,69168,Wiesloch,,Baden Württemberg,/wiki/Wiesloch,0.0457283867225526,0.9986003654151,0.5363931575843092
843,74223,Flein,,Baden Württemberg,/wiki/Flein,0.0441969266670685,1.0,0.5363181231059135
844,"74223, 74388",Talheim/Neckar,,Baden Württemberg,/wiki/Flein,0.0441969266670685,1.0,0.5363181231059135
845,24107,Ottendorf b. Kiel,,Schleswig-Holstein,/wiki/Suchsdorf,0.0599419941257016,0.9841966630371735,0.5362849563602599
846,"88045, 88046, 88048",Friedrichshafen,,Baden Württemberg,/wiki/Friedrichshafen,0.0455328648477691,0.9985868220662464,0.536274158577996
847,13125,Berlin,Berlin-Buch,Berlin,/wiki/Berlin-Buch,0.0472077005286939,0.996888672635476,0.5362608884940633
848,73098,Rechberghausen,,Baden Württemberg,/wiki/Rechberghausen,0.0439700448749618,1.0,0.536188982987143
849,89250,Senden/Iller,,Bayern,/wiki/Senden_(Bayern),0.0465821767537639,0.9972011007128909,0.5360826757993018
850,73770,Denkendorf/Württemberg,,Baden Württemberg,/wiki/Denkendorf_(W%C3%BCrttemberg),0.04462907623112,0.998919016296615,0.5359488095658632
851,85774,Unterföhring,,Bayern,/wiki/Unterf%C3%B6hring,0.045691148528559,0.9977923928597475,0.5359120673410458
852,66763,Dillingen/Saar,,Saarland,/wiki/Dillingen/Saar,0.0466651320263209,0.9968016203409557,0.5359025111040744
853,69221,Dossenheim,,Baden Württemberg,/wiki/Dossenheim,0.0461859334417589,0.9970089729296738,0.5357477775581843
854,"72070, 72072, 72074, 72076",Tübingen,,Baden Württemberg,/wiki/T%C3%BCbingen,0.043832929846621,0.9992161217135609,0.5356647576407496
855,32120,Hiddenhausen,,Nordrhein-Westfalen,/wiki/Hiddenhausen,0.0429716933430376,1.0,0.535620725683592
856,"40667, 40668, 40670",Meerbusch,,Nordrhein-Westfalen,/wiki/Meerbusch,0.0456203081333047,0.9971497216835351,0.5355059396909256
857,16761,Hennigsdorf,,Brandenburg,/wiki/Hennigsdorf,0.0438907324322114,0.9986541803691285,0.5353778040752424
858,96450,Coburg,,Bayern,/wiki/Coburg,0.0439854902303843,0.9985382431815953,0.5353657488599161
859,86356,Neusäß,,Bayern,/wiki/Neus%C3%A4%C3%9F,0.0463836615489796,0.9960799866351631,0.5353315486123459
860,09599,Freiberg/Sachsen,,Sachsen,/wiki/Freiberg,0.0429940613840823,0.9994156602769466,0.5353008538724324
861,58300,Wetter/Ruhr,,Nordrhein-Westfalen,/wiki/Wetter_(Ruhr),0.0449518424795779,0.9973151858076957,0.5352196334313234
862,76229,Karlsruhe,Karlsruhe-Grötzingen,Baden Württemberg,/wiki/Gr%C3%B6tzingen_(Karlsruhe),0.0422551829240237,1.0,0.5352128911026299
863,72636,Frickenhausen/Württemberg,,Baden Württemberg,/wiki/Frickenhausen_(W%C3%BCrttemberg),0.0421792557037318,1.0,0.5351696736625904
864,22927,Großhansdorf,,Schleswig-Holstein,/wiki/Gro%C3%9Fhansdorf,0.0434105923795752,0.9987394957267652,0.5351530715943662
865,61381,Friedrichsdorf,,Hessen,/wiki/Friedrichsdorf,0.0440195656784112,0.9981276329321972,0.5351514269060967
866,65396,Walluf,,Hessen,/wiki/Walluf,0.0421419725172067,1.0,0.5351484522367047
867,55257,Budenheim,,Rheinland-Pfalz,/wiki/Budenheim,0.0421312029281891,1.0,0.5351423222339755
868,58239,Schwerte,,Nordrhein-Westfalen,/wiki/Schwerte,0.0426572130060987,0.999246790979829,0.535013001594731
869,86179,Augsburg,Augsburg-Haunstetten-Ost,Bayern,/wiki/Augsburg-Haunstetten-Siebenbrunn,0.042758697705636,0.9991270664883038,0.5350026195853075
870,04349,Leipzig,Leipzig-Thekla,Sachsen,/wiki/Thekla_(Leipzig),0.0437419829700628,0.9979716023645933,0.5349046161354439
871,"76726, 76756",Bellheim,,Rheinland-Pfalz,/wiki/Germersheim,0.0494384629419071,0.9922001944386095,0.5348619674733059
872,"58507, 58509, 58511, 58513, 58515",Lüdenscheid,,Nordrhein-Westfalen,/wiki/L%C3%BCdenscheid,0.042975035170036,0.9983776547731075,0.5346991960649707
873,45739,Oer-Erkenschwick,,Nordrhein-Westfalen,/wiki/Oer-Erkenschwick,0.0424148889974186,0.9989044763831716,0.5346802278704489
874,21033,Hamburg,Hamburg-Lohbrügge,Hamburg,/wiki/Bezirk_Bergedorf,0.0437618306951455,0.9974464203775083,0.5346169820947929
875,16341,Panketal,,Brandenburg,/wiki/Panketal,0.0415624991385526,0.9994538627693821,0.5345077596257156
876,72661,Grafenberg,,Baden Württemberg,/wiki/Grafenberg_(D%C3%BCsseldorf),0.0409030681806226,1.0,0.534443273334131
877,96487,Dörfles-Esbach,,Bayern,/wiki/D%C3%B6rfles-Esbach,0.048226433708469,0.9926278601038991,0.5344155111781164
878,55296,Gau-Bischofsheim,,Rheinland-Pfalz,/wiki/Gau-Bischofsheim,0.0407017685951609,1.0,0.5343286944949319
879,64569,Nauheim,,Hessen,/wiki/Nauheim,0.0406472029302099,1.0,0.5342976359582943
880,01640,Coswig b. Dresden,,Sachsen,/wiki/Coswig_(Sachsen),0.041580666221677,0.9989089916477888,0.5342079620022342
881,57584,Scheuerfeld,,Rheinland-Pfalz,/wiki/Scheuerfeld,0.0404842161224548,1.0,0.5342048645837557
882,32052,Herford,Herford-Herford-Stadt,Nordrhein-Westfalen,/wiki/Herford,0.0436854775346358,0.9967898225694729,0.5341997896253049
883,"32049, 32052",Herford,,Nordrhein-Westfalen,/wiki/Herford,0.0436854775346358,0.9967898225694729,0.5341997896253049
884,63303,Dreieich,,Hessen,/wiki/Dreieich,0.040971212384035,0.9994702571173776,0.5341805333949582
885,"32423, 32425, 32427, 32429",Minden/Westfalen,,Nordrhein-Westfalen,/wiki/Minden,0.0419594466912763,0.9984642591020585,0.5341704223704038
886,"73102, 73116",Birenbach,,Baden Württemberg,/wiki/Birenbach,0.0403919133547592,1.0,0.5341523262541155
887,04416,Markkleeberg,,Sachsen,/wiki/Markkleeberg,0.0407920106399496,0.9995509654141222,0.5341244713576763
888,71397,Leutenbach/Württemberg,,Baden Württemberg,/wiki/Leutenbach_(W%C3%BCrttemberg),0.0412258269792624,0.999041571754342,0.534081453079079
889,"59063, 59065, 59067, 59069, 59071, 59073, 59075, 59077",Hamm,,Nordrhein-Westfalen,/wiki/Hamm,0.0410998188242074,0.9991271162254538,0.5340584213280433
890,66359,Bous,,Saarland,/wiki/Bous_(Saar),0.047619480973228,0.9925794231946808,0.5340424662733642
891,85551,Kirchheim b. München,,Bayern,/wiki/Kirchheim_bei_M%C3%BCnchen,0.0428740805179497,0.9972693138469104,0.5340108703374715
892,15566,Schöneiche bei Berlin,,Brandenburg,/wiki/Sch%C3%B6neiche_bei_Berlin,0.0400902225222529,1.0,0.5339806051583852
893,90552,Röthenbach a.d. Pegnitz,,Bayern,/wiki/R%C3%B6thenbach_an_der_Pegnitz,0.0450211278457495,0.9950603052283082,0.5339756022431079
894,79211,Denzlingen,,Baden Württemberg,/wiki/Denzlingen,0.0416776513142102,0.9983342009457987,0.5339359971496053
895,71254,Ditzingen,,Baden Württemberg,/wiki/Ditzingen,0.0422986480306946,0.9976772543758889,0.5339155346510592
896,74177,Bad Friedrichshall,,Baden Württemberg,/wiki/Bad_Friedrichshall,0.0410607399258257,0.9988568706733815,0.5338823552105318
897,34131,Kassel,Kassel-Bad Wilhelmshöhe,Hessen,/wiki/Bad_Wilhelmsh%C3%B6he,0.0416757237839427,0.9981545558896977,0.5338326468315768
898,90562,Heroldsberg,,Bayern,/wiki/Heroldsberg,0.0396948968379402,1.0,0.5337555875165941
899,69231,Rauenberg,,Baden Württemberg,/wiki/Rauenberg,0.0409260307064115,0.9987304273592537,0.5337337083363792
900,76689,Karlsdorf-Neuthard,,Baden Württemberg,/wiki/Karlsdorf-Neuthard,0.039607263232188,1.0,0.533705706853408
901,69469,Weinheim,,Baden Württemberg,/wiki/Weinheim,0.040566905400753,0.9990282121857496,0.5336987936052721
902,44227,Dortmund,Dortmund-Persebeck-Kruckel-Schnee,Nordrhein-Westfalen,/wiki/Persebeck-Kruckel-Schnee,0.0395727364676329,1.0,0.5336860543707913
903,68542,Heddesheim,,Baden Württemberg,/wiki/Heddesheim,0.0414909877930189,0.9980805373782193,0.5336853649062079
904,24159,Kiel,Kiel-Friedrichsort,Schleswig-Holstein,/wiki/Friedrichsort,0.0395049762076298,1.0,0.533647485528649
905,91334,Hemhofen,,Bayern,/wiki/Hemhofen,0.0413772610534568,0.9979115906594958,0.53352446841629
906,86169,Augsburg,Augsburg-Hammerschmiede,Bayern,/wiki/Augsburg-Hammerschmiede,0.0408266064214863,0.9984341909543853,0.533508500010941
907,66346,Püttlingen,,Saarland,/wiki/P%C3%BCttlingen,0.0398021985080083,0.9994100439849659,0.5334808627850268
908,22113,Oststeinbek,,Schleswig-Holstein,/wiki/Oststeinbek,0.0404413353456729,0.9987583423252503,0.5334737109435461
909,64546,Mörfelden-Walldorf,,Hessen,/wiki/M%C3%B6rfelden-Walldorf,0.0409858979255392,0.9980814069582943,0.5333983649350013
910,44229,Dortmund,Dortmund-Bittermark,Nordrhein-Westfalen,/wiki/Bittermark,0.0390456818106311,1.0,0.5333860571767822
911,68775,Ketsch,,Baden Württemberg,/wiki/Ketsch_(Gemeinde),0.0406040753429964,0.9982908417398774,0.5333002425564543
912,74392,Freudental,,Baden Württemberg,/wiki/Freudental,0.0434169120000566,0.9954014176134213,0.5332566493055271
913,35452,Heuchelheim a. d. Lahn,,Hessen,/wiki/Heuchelheim_an_der_Lahn,0.0387787396183204,1.0,0.5332341148543077
914,73271,Holzmaden,,Baden Württemberg,/wiki/Holzmaden,0.0387769293823215,1.0,0.5332330844759344
915,78465,Konstanz,Konstanz-Litzelstetten,Baden Württemberg,/wiki/Litzelstetten,0.0387660064150995,1.0,0.5332268671710053
916,"41460, 41462, 41464, 41466, 41468, 41469, 41470, 41472",Neuss,,Nordrhein-Westfalen,/wiki/Rhein-Kreis_Neuss,0.0407679257414757,0.9979675211393408,0.533209472818421
917,"99423, 99425, 99427, 99428, 99438, 99441",Weimar,,Thueringen,/wiki/Weimar,0.0400674362555901,0.9986631016042781,0.5332066786252756
918,32257,Bünde,,Nordrhein-Westfalen,/wiki/B%C3%BCnde,0.0397871547091984,0.9988096418379897,0.5331305536579802
919,"45525, 45527, 45529",Hattingen,,Nordrhein-Westfalen,/wiki/Hattingen,0.0393830077430161,0.9992119650070701,0.5331295155606867
920,50259,Pulheim,,Nordrhein-Westfalen,/wiki/Pulheim,0.039373515841174,0.9992173168498274,0.5331271590572539
921,"30823, 30826, 30827",Garbsen,,Niedersachsen,/wiki/Garbsen,0.0400011914167082,0.9985761323576274,0.5331194698412683
922,56072,Koblenz,Koblenz-Güls,Rheinland-Pfalz,/wiki/Koblenz-G%C3%BCls,0.0385501628028967,1.0,0.533104009935716
923,"67547, 67549, 67550, 67551",Worms,,Rheinland-Pfalz,/wiki/Worms,0.0399114970358271,0.9985717454334284,0.5330659191759668
924,"41539, 41540, 41541, 41542",Dormagen,,Nordrhein-Westfalen,/wiki/Dormagen,0.0392239820882597,0.9991744065719411,0.533017620760842
925,74354,Besigheim,,Baden Württemberg,/wiki/Besigheim,0.039058911956046,0.9991611617537846,0.5329161246749042
926,42799,Leichlingen/Rheinland,,Nordrhein-Westfalen,/wiki/Leichlingen_(Rheinland),0.0389115353186329,0.9992422088966306,0.532878370218159
927,66578,Schiffweiler,,Saarland,/wiki/Schiffweiler,0.0381106965470359,1.0,0.5328538676746271
928,68229,Mannheim,Mannheim-Friedrichsfeld,Baden Württemberg,/wiki/Friedrichsfeld_(Mannheim),0.0400100804375523,0.9979860703054413,0.5327886687064712
929,24321,Lütjenburg,,Schleswig-Holstein,/wiki/L%C3%BCtjenburg,0.0448627900053103,0.9931133427312744,0.5327772745452157
930,75228,Ispringen,,Baden Württemberg,/wiki/Ispringen,0.0379704353523981,1.0,0.5327740316191806
931,"71701, 71706",Schwieberdingen,,Baden Württemberg,/wiki/Schwieberdingen,0.0398417015093964,0.9981011906215926,0.5327583541386253
932,76228,Karlsruhe,Karlsruhe-Hohenwettersbach,Baden Württemberg,/wiki/Hohenwettersbach,0.0379173656667009,1.0,0.5327438245873584
933,"77652, 77654, 77656",Offenburg,,Baden Württemberg,/wiki/Offenburg,0.0400611201813139,0.9978385841110717,0.5327337718107316
934,33739,Bielefeld,Bielefeld-Jöllenbeck,Nordrhein-Westfalen,/wiki/J%C3%B6llenbeck,0.0392507996247902,0.9985734947087374,0.5326908487936266
935,51503,Rösrath,,Nordrhein-Westfalen,/wiki/R%C3%B6srath,0.0385374908323949,0.9992722861908552,0.5326825856044299
936,"95028, 95030, 95032",Hof,,Bayern,/wiki/Hof_(Saale),0.0404774837758779,0.9973238992403134,0.5326778077725092
937,"30851, 30853, 30855",Langenhagen,,Niedersachsen,/wiki/Langenhagen,0.0395675615288587,0.9982318560047442,0.5326766890284595
938,69190,Walldorf/Baden,,Baden Württemberg,/wiki/Walldorf,0.0405984369533166,0.9971637071365135,0.5326554731481058
939,49610,Quakenbrück,,Niedersachsen,/wiki/Quakenbr%C3%BCck,0.0392378328746127,0.9984270031175758,0.5326000858066621
940,"32545, 32547, 32549",Bad Oeynhausen,,Nordrhein-Westfalen,/wiki/Bad_Oeynhausen,0.0389251127360595,0.9986934153427978,0.532573727545948
941,54296,Trier,Trier-Mariahof,Rheinland-Pfalz,/wiki/Trier,0.0491501740815358,0.9884291453659872,0.5325514101653407
942,54295,Trier,Trier-Heiligkreuz,Rheinland-Pfalz,/wiki/Trier,0.0491501740815358,0.9884291453659872,0.5325514101653407
943,54292,Trier,Trier-Nord,Rheinland-Pfalz,/wiki/Trier,0.0491501740815358,0.9884291453659872,0.5325514101653407
944,52249,Eschweiler,,Nordrhein-Westfalen,/wiki/Eschweiler,0.0384937368228064,0.9990696159807083,0.5325423220217551
945,59439,Holzwickede,,Nordrhein-Westfalen,/wiki/Holzwickede,0.0394475332814351,0.998105861283393,0.5325366538360679
946,66589,Merchweiler,,Saarland,/wiki/Merchweiler,0.0397130372492942,0.997790665428046,0.5325083694321386
947,56581,Melsbach,,Rheinland-Pfalz,/wiki/Melsbach,0.0374694478224684,1.0,0.5324888717193186
948,78224,Singen/Hohentwiel,,Baden Württemberg,/wiki/Singen_(Hohentwiel),0.040434145398045,0.9970288260045749,0.5324851853696089
949,79292,Pfaffenweiler,,Baden Württemberg,/wiki/Pfaffenweiler,0.037400473842609,1.0,0.5324496120331692
950,91301,Forchheim/Oberfranken,,Bayern,/wiki/Forchheim,0.0378830487079434,0.9993644993237525,0.5323625673338082
951,28355,Bremen,Bremen-Oberneuland,Bremen,/wiki/Oberneuland,0.0372414423988431,1.0,0.5323590920344268
952,"58636, 58638, 58640, 58642, 58644",Iserlohn,,Nordrhein-Westfalen,/wiki/Iserlohn,0.0380393769061891,0.9990999985426642,0.5323009959751448
953,47877,Willich,,Nordrhein-Westfalen,/wiki/Willich,0.0385596770093974,0.9983342009457987,0.5321612598808801
954,67105,Schifferstadt,,Rheinland-Pfalz,/wiki/Schifferstadt,0.0378706347141114,0.9989933940817257,0.53214426987058
955,67122,Altrip,,Rheinland-Pfalz,/wiki/Altrip,0.0381899707047641,0.9986528961606428,0.5321322245928
956,24113,Molfsee,,Schleswig-Holstein,/wiki/Molfsee,0.0367461863975082,1.0,0.532077194495447
957,88090,Immenstaad am Bodensee,,Baden Württemberg,/wiki/Immenstaad_am_Bodensee,0.0367333384637322,1.0,0.5320698815080169
958,66806,Ensdorf/Saar,,Saarland,/wiki/Ensdorf_(Saar),0.0400791943431363,0.996634649096041,0.5320587850257339
959,76694,Forst/Baden,,Baden Württemberg,/wiki/Forst_(Baden),0.0366628971246612,1.0,0.5320297866074543
960,56322,Spay,,Rheinland-Pfalz,/wiki/Spay,0.036525176934041,1.0,0.5319513968803253
961,"19053, 19055, 19057, 19059, 19061, 19063",Schwerin,,Mecklenburg-Vorpommern,/wiki/Schwerin,0.0380848034033822,0.9983775305902147,0.531915626954861
962,64625,Bensheim,,Hessen,/wiki/Bensheim,0.0366694062147921,0.9997558767564793,0.5318945376758174
963,23730,Neustadt/Holstein,,Schleswig-Holstein,/wiki/Neustadt_in_Holstein,0.0399166882539152,0.9964241013719605,0.5318464444350226
964,91080,Spardorf,,Bayern,/wiki/Spardorf,0.0362929906220591,1.0,0.5318192374521586
965,25479,Ellerau,,Schleswig-Holstein,/wiki/Ellerau,0.0462088624434477,0.9900439722736428,0.5317963808875625
966,"17033, 17034, 17036",Neubrandenburg,,Mecklenburg-Vorpommern,/wiki/Neubrandenburg,0.0384598955278346,0.9976929255176644,0.5317394535453193
967,63110,Rodgau,,Hessen,/wiki/Rodgau,0.0367722355499459,0.9993488170008726,0.5317213710577909
968,67269,Grünstadt,,Rheinland-Pfalz,/wiki/Gr%C3%BCnstadt,0.0392388387573222,0.9968783532336701,0.5317191736441076
969,73257,Köngen,,Baden Württemberg,/wiki/K%C3%B6ngen,0.0406185862497886,0.9954895696154535,0.5317140303210504
970,63796,Kahl a. Main,,Bayern,/wiki/Kahl_am_Main,0.0400875358393881,0.9960194603860136,0.5317133702591507
971,34225,Baunatal,,Hessen,/wiki/Baunatal,0.0379331444186853,0.998155038128705,0.5317026615963251
972,66386,St. Ingbert,,Saarland,/wiki/St._Ingbert,0.0366414431694529,0.9991522629376391,0.5315350469009275
973,97270,Kist,,Bayern,/wiki/Kist,0.0357437959449031,1.0,0.531506638255998
974,24558,Henstedt-Ulzburg,,Schleswig-Holstein,/wiki/Henstedt-Ulzburg,0.037532031543586,0.9982115977725885,0.5315065434116581
975,74366,Kirchheim am Neckar,,Baden Württemberg,/wiki/Kirchheim_am_Neckar,0.0373430420701608,0.9983449416105796,0.5314748701605686
976,71101,Schönaich,,Baden Württemberg,/wiki/Sch%C3%B6naich,0.0396394219138616,0.9960119639062317,0.5314540388191603
977,50996,Köln,Köln-Hahnwald,Nordrhein-Westfalen,/wiki/Hahnwald,0.0356407179834634,1.0,0.5314479667334429
978,63879,Weibersbrunn,,Bayern,/wiki/Weibersbrunn,0.03556069669622,1.0,0.5314024189684908
979,90617,Puschendorf,,Bayern,/wiki/Puschendorf,0.0355600586516015,1.0,0.5314020557962986
980,90455,Nürnberg,Nürnberg-Kornburg - Worzeldorf,Bayern,"/wiki/Kornburg,_Worzeldorf",0.0354487768624357,1.0,0.5313387146910631
981,09350,Lichtenstein/Sachsen,,Sachsen,/wiki/Lichtenstein/Sa.,0.0372590980639099,0.9981748355040566,0.5313302659530973
982,73614,Schorndorf/Württemberg,,Baden Württemberg,/wiki/Schorndorf,0.0363937513996255,0.999006324324129,0.5313109942169996
983,"85591, 85598, 85599, 85622, 85646",Vaterstetten,,Bayern,/wiki/Vaterstetten,0.0378166076569114,0.9975144987920258,0.5312717372089395
984,73557,Mutlangen,,Baden Württemberg,/wiki/Mutlangen,0.0399746776280559,0.9951762022611028,0.5311691530433293
985,47269,Duisburg,Duisburg-Rahm,Nordrhein-Westfalen,/wiki/Rahm_(Duisburg),0.0368153197063625,0.9982804326974164,0.5311377747209732
986,25764,Wesselburen,,Schleswig-Holstein,/wiki/Wesselburen,0.0350924761943818,1.0,0.5311359099169854
987,63517,Rodenbach b. Hanau,,Hessen,/wiki/Rodenbach_(bei_Hanau),0.0349916337191448,1.0,0.5310785108233506
988,63773,Goldbach/Unterfranken,,Bayern,/wiki/Goldbach_(Unterfranken),0.0478517546631964,0.9871306770499905,0.5310732730820081
989,65719,Hofheim am Taunus,,Hessen,/wiki/Hofheim_am_Taunus,0.0361530685735433,0.9987698111400304,0.531039376345599
990,53340,Meckenheim/Rhein,,Nordrhein-Westfalen,/wiki/Meckenheim_(Rheinland),0.0369180360516648,0.9979739311770985,0.5310217810951259
991,76887,Bad Bergzabern,,Rheinland-Pfalz,/wiki/Bad_Bergzabern,0.0401558109430145,0.9947273024950424,0.5310167415563741
992,"26382, 26384, 26386, 26388, 26389",Wilhelmshaven,,Niedersachsen,/wiki/Wilhelmshaven,0.0365479421731527,0.9982839698523197,0.5309875979373953
993,78647,Trossingen,,Baden Württemberg,/wiki/Trossingen,0.0365687984110101,0.9982498784494137,0.5309800645396271
994,56323,Waldesch,,Rheinland-Pfalz,/wiki/Waldesch,0.0346895834125006,1.0,0.530906585116521
995,"73054, 73079",Süßen,,Baden Württemberg,/wiki/S%C3%BC%C3%9Fen,0.0412870970340312,0.9933771785792423,0.5308921800284454
996,79224,Umkirch,,Baden Württemberg,/wiki/Umkirch,0.0346213094519384,1.0,0.5308677238782785
997,32584,Löhne,,Nordrhein-Westfalen,/wiki/L%C3%B6hne,0.0348262588546835,0.9997627684755841,0.5308493490365248
998,77933,Lahr/Schwarzwald,,Baden Württemberg,/wiki/Lahr/Schwarzwald,0.0353824015150354,0.9991916606071306,0.5308408309058554
999,90610,Winkelhaid,,Bayern,/wiki/Winkelhaid,0.0345158447000566,1.0,0.5308076938050952
1000,63486,Bruchköbel,,Hessen,/wiki/Bruchk%C3%B6bel,0.0359144684847972,0.9985734947087374,0.5307918237741406
1001,69259,Wilhelmsfeld,,Baden Württemberg,/wiki/Wilhelmsfeld,0.0344593783304361,1.0,0.5307755533957145
1002,71144,Steinenbronn,,Baden Württemberg,/wiki/Steinenbronn,0.0343744169006243,1.0,0.5307271937233277
1003,09394,Hohndorf b. Stollberg,,Sachsen,/wiki/Hohndorf,0.0342660987130263,1.0,0.5306655394870775
1004,76476,Bischweier,,Baden Württemberg,/wiki/Bischweier,0.0342217910967481,1.0,0.5306403197866535
1005,64404,Bickenbach/Bergstraße,,Hessen,/wiki/Bickenbach_(Bergstra%C3%9Fe),0.0342123883355088,1.0,0.5306349677762874
1006,55270,Klein-Winternheim,,Rheinland-Pfalz,/wiki/Klein-Winternheim,0.0341866418940311,1.0,0.530620313014971
1007,74226,Nordheim/Württemberg,,Baden Württemberg,/wiki/Nordheim_(W%C3%BCrttemberg),0.0341844482775697,1.0,0.5306190644181237
1008,04600,Altenburg,,Thueringen,/wiki/Altenburg,0.0353842095550629,0.998764049197274,0.5305984654994382
1009,64839,Münster b. Dieburg,,Hessen,/wiki/M%C3%BCnster_(Hessen),0.0361668037210339,0.9979608598013491,0.5305867427850781
1010,88718,Daisendorf,,Baden Württemberg,/wiki/Daisendorf,0.0340837025829292,1.0,0.5305617204115788
1011,57080,Siegen,Siegen-Eiserfeld,Nordrhein-Westfalen,/wiki/Eiserfeld,0.0340555511768152,1.0,0.5305456967549629
1012,71277,Rutesheim,,Baden Württemberg,/wiki/Rutesheim,0.034851287453934,0.999129614783141,0.5305032069065945
1013,63500,Seligenstadt,,Hessen,/wiki/Seligenstadt,0.0357668257286127,0.9981695108660954,0.5304778403388549
1014,71282,Hemmingen/Württemberg,,Baden Württemberg,/wiki/Hemmingen_(W%C3%BCrttemberg),0.0338818478475296,1.0,0.5304468255834753
1015,72669,Unterensingen,,Baden Württemberg,/wiki/Unterensingen,0.0338329755988698,1.0,0.5304190077143642
1016,53545,Ockenfels,,Rheinland-Pfalz,/wiki/Ockenfels,0.033784728671244,1.0,0.5303915457752371
1017,46562,Voerde/Niederrhein,,Nordrhein-Westfalen,/wiki/Voerde_(Niederrhein),0.0350301742358054,0.9986803470576922,0.5303493072620147
1018,79713,Bad Säckingen,,Baden Württemberg,/wiki/Bad_S%C3%A4ckingen,0.0359212438966297,0.9977714842091875,0.5303391794577998
1019,08112,Wilkau-Haßlau,,Sachsen,/wiki/Wilkau-Ha%C3%9Flau,0.0391746258396819,0.9944199019582862,0.5302832842742279
1020,63329,Egelsbach,,Hessen,/wiki/Egelsbach,0.0402576873177259,0.9933317452514407,0.530280384092391
1021,69256,Mauer,,Baden Württemberg,/wiki/Mauer_(Baden),0.0335862235799475,1.0,0.5302785575498332
1022,"56170, 56564, 56566, 56567",Neuwied,,Rheinland-Pfalz,/wiki/Bendorf,0.0364853373975127,0.9970673768594098,0.5302594841904632
1023,"56170, 56271",Isenburg,,Rheinland-Pfalz,/wiki/Bendorf,0.0364853373975127,0.9970673768594098,0.5302594841904632
1024,56170,Bendorf/Rhein,,Rheinland-Pfalz,/wiki/Bendorf,0.0364853373975127,0.9970673768594098,0.5302594841904632
1025,56427,Siershahn,,Rheinland-Pfalz,/wiki/Siershahn,0.0335371595496552,1.0,0.5302506305194599
